TieuDe,GiaVND,DienTich,Phuong,Quan,GiaTheoMetVuong
"studio sunrise city giá 8-10tr/th, nội thất cơ bản, có thể ở liền",8000000.0,39.0,tân hưng,quận 7,205128.21
"cho thuê 3pn sunrise city q7, nhà đẹp, tầng cao view cực thoáng mát giá chỉ 24tr",24000000.0,120.0,tân hưng,quận 7,200000.0
cho thuê sunrise city 2 phòng ngủ 2 nhà vệ sinh giá 16 triệu/th giá tốt,16000000.0,106.0,tân hưng,quận 7,150943.4
"cho thuê sunrise city 2pn giá 16tr/th tháng ở được liền,0819 666 ***",16000000.0,76.0,tân hưng,quận 7,210526.32
cho thuê sunrise city 1pn giá 15tr nhà full nt,15000000.0,60.0,tân hưng,quận 7,250000.0
"cho thuê 2pn 2wc 76m2 sunrise city giá 15 tr/th, full nội thất -0938 806 ***",15000000.0,76.0,tân hưng,quận 7,197368.42
"cho thuê căn hộ 2pn m-one quận 7, full nội thất, 63m2, view sông, giá 11.9 triệu/tháng",11900000.0,63.0,tân kiểng,quận 7,188888.89
cho thuê 3pn giá 15 - 20tr sunrise city view - bao phí quản lý -0938 806 ***- huyền trang,15000000.0,106.0,tân hưng,quận 7,141509.43
studio 11tr 1pn 1wc sunrise city view 11tr/th0938 806 ***- trang-0935 006 ***,11000000.0,40.0,tân hưng,quận 7,275000.0
"cho thuê căn hộ mỹ khánh 4 phú mỹ hưng căn góc, nhà mới full nội thất",39000000.0,139.9,tân phong,quận 7,278770.55
"cho thuê sky garden 2, dt 89m2 giá 10tr/th, full nội thất cao cấp nhà đẹp, lh0935 047 ***thư",10000000.0,89.0,tân phong,quận 7,112359.55
"chuyên cho thuê ch green valley phú mỹ hưng, q. 7, 2pn 14tr/th, 3pn 18tr/th, lh0935 047 ***",18000000.0,88.0,tân phú,quận 7,204545.45
"cần cho thuê gấp ch cao cấp riverside 82m2, 2pn, 2wc giá 15tr/th, view sông full nt,0935 047 ***",15000000.0,82.0,tân phú,quận 7,182926.83
"cho thuê căn hộ cao cấp riverpark lầu cao view sông, dt: 141m2, giá 27tr/tháng. lh:0935 047 ***",27000000.0,141.0,tân phong,quận 7,191489.36
"chuyên cho thuê nhiều căn hộ happy valley, pmh q7 dt 80-100m2 giá tốt chỉ từ 16tr/th lh0935 047 ***",17000000.0,115.0,tân phong,quận 7,147826.09
"cần cho thuê gấp căn hộ scenic valley, full nt đẹp, 70m2, 2pn, giá 15 triệu/tháng. lh0935 047 ***",15000000.0,70.0,tân phú,quận 7,214285.71
"chuyên cho thuê căn hộ hưng phúc giá chỉ từ 13 triệu/tháng, nội thất đầy đủ, liên hệ:0935 047 ***",13000000.0,76.0,tân phú,quận 7,171052.63
"cho thuê ch cao cấp panorama pmh, giá chỉ từ 23 triệu/tháng, full nt lầu cao, lh0935 047 ***thư",23000000.0,146.0,tân phong,quận 7,157534.25
"cho thuê căn hộ riverpark premier dt 135m2, nhà đẹp cao cấp giá 39tr/tháng, lh0935 047 ***",39000000.0,135.0,tân phong,quận 7,288888.89
"giỏ hàng thuê căn q7 riverside 2pn 9tr ntcb, full nt 11tr, view sông. lh:0911 850 ***",9000000.0,68.0,phú thuận,quận 7,132352.94
"cc 2pn, 54 m2 view đẹp tại q7 saigon riverside",11000000.0,54.0,phú thuận,quận 7,203703.7
"cho thuê chcc q7, căn góc, view sông, view q1 nhắm pháo bông đẹp",13500000.0,70.0,phú thuận,quận 7,192857.14
"cam kết giá thật ảnh thật 100% - 26 triệu tl, 3pn 2wc, full mới 100%, đầy giỏ hàng cho thuê 2pn 3pn",26000000.0,88.0,tân phong,quận 7,295454.55
green valley - 3 phòng ngủ - diện tích 120m2 - giá chỉ 27 triệu,27000000.0,120.0,tân phú,quận 7,225000.0
"căn hộ như ảnh : 16 triệu có tl, 2pn 2wc full nt. còn nhiều căn tại chung cư sky garden3, quận 7",16000000.0,72.0,tân phong,quận 7,222222.22
"cho thuê nhanh scenic valley 71m2 - 2pn, view hồ bơi, giá 17tr. lh:0909 356 ***",17000000.0,71.0,tân phú,quận 7,239436.62
"chính chủ cho thuê căn ascent lakeside quận 7, dt 45m2/ 1pn, full nội thất, view mt, giá 13 triệu",13000000.0,45.0,tân thuận tây,quận 7,288888.89
"siêu rẻ cho thuê scenic 1 loại 2pn, view hồ bơi, lầu cao giá 16tr/tháng, lh0909 356 ***",16000000.0,71.0,tân phú,quận 7,225352.11
"cho thuê ch skyline 2pn 2wc 83m2 view siêu đẹp, full nội thất cao cấp, chỉ 16 triệu. lh0973 495 ***!",16000000.0,83.0,phú thuận,quận 7,192771.08
cho thuê căn hộ midtown phú mỹ hưng 80m2 2pn 2wc lầu cao view đẹp giá cực tốt,27730000.0,80.0,tân phú,quận 7,346625.0
"cho thuê căn hộ belleza q7-45m2,1pn+ nội thất+ nhà mới sơn+ ở liền-giá :7tr / tháng.",7000000.0,45.0,phú mỹ,quận 7,155555.56
"cho thuê căn hộ 1pn q7 riverside giá 8.5tr ntcb từ 10tr/tháng full nt, vào ở ngay lh0886 277 ***",8500000.0,55.0,phú thuận,quận 7,154545.45
"cho thuê căn hộ 2 phong ngủ lavida plus, 80m2, nhà mới đẹp chưa qua sử dụng, lh0908 155 ***",15000000.0,80.0,tân phong,quận 7,187500.0
"cho thuê căn góc 2pn 84m2, ehome 5 - bridgeview quận 7, như hình. lh:0978 272 ***- có zalo",14000000.0,84.0,tân thuận đông,quận 7,166666.67
"cho thuê 2pn luxgarden, giá thuê 8triệu. lh:0978 272 ***- có zalo",8000000.0,68.0,phú thuận,quận 7,117647.06
cho thuê căn hộ 2 phòng ngủ quận 7 giá tốt,10000000.0,56.0,phú thuận,quận 7,178571.43
"cho thuê q7 riverside 1pn từ 8.5tr ntcb, 10tr full nt, view sông. lh0932 139 ***",8500000.0,55.0,phú thuận,quận 7,154545.45
cho thuê căn góc midtown bồn tắm nằm nhà đẹp giá rẻ 23tr,23000000.0,98.0,tân phú,quận 7,234693.88
"cho thuê căn hộ 2pn, 30 triệu, 81m2 tại midtown phú mỹ hưng, q7, tp. hcm - uy tín hot",30000000.0,81.0,tân phú,quận 7,370370.37
"cho thuê căn hộ chung cư sunrise city, 16 triệu, 60 m2, chính chủ giá ưu đãi, quận 7, hcm",16000000.0,60.0,tân hưng,quận 7,266666.67
"cho thuê cc sunrise city, 15,5 triệu, 56m2, 1pn, 1wc, full nội thất, giá cực chất",15500000.0,56.0,tân hưng,quận 7,276785.71
"cho thuê nhiều căn hộ tại grand view, 3pn 2wc, giá chỉ: 25 triệu. vị trí view đẹp thoáng",25000000.0,135.0,tân phong,quận 7,185185.19
"cho thuê nhiều căn hộ chung cư riverpark residence, 3pn 2wc, giá chỉ: 42 triệu. vị trí view thoáng",42000000.0,136.0,tân phong,quận 7,308823.53
"cho thuê nhiều căn hộ tại the panorama, 3pn, 2wc, bếp mở, giá chỉ: 38 triệu, vị trí view đẹp thoáng",38000000.0,146.0,tân phong,quận 7,260273.97
"cho thuê nhiều căn hộ tại riverside residence, 3pn 3wc, giá chỉ: 38 triệu. vị trí view đẹp thoáng",38000000.0,136.0,tân phú,quận 7,279411.76
"cho thuê căn hộ hưng phúc phú mỹ hưng. dt 80m2 2 pn giá 16 triệu, liên hệ:0978 585 ***mr duy mạnh",16000000.0,80.0,tân phú,quận 7,200000.0
"[chính chủ] cho thuê chung cư q7 riverside saigon complex, quận 7, hcm - có thương lượng",13000000.0,66.0,phú thuận,quận 7,196969.7
"cần cho thuê căn hộ happy valley, phú mỹ hưng, quận 7. 135m2, giá: 33 triệu/tháng",33000000.0,135.0,tân phong,quận 7,244444.44
"hot! cho thuê cc m one 2pn nhà nội thất đẹp giá 13tr/tháng, liên hệ0938 178 ***xem nhà 24/24",13000000.0,63.0,tân kiểng,quận 7,206349.21
"hưng phúc cho thuê 2pn, nhà mới đầy đủ nội thất, 17tr/tháng lh0968 509 ***",19000000.0,78.0,tân phú,quận 7,243589.74
"cho thuê ch happy valley, pmh, quận 7, full nội thất cao cấp. 116m2, 3pn, chỉ 24tr/tháng",24000000.0,116.0,tân phong,quận 7,206896.55
"cho thuê căn hộ scenic valley, pmh, q7, 2pn, nhà đẹp, full nội thất, giá thuê chỉ 15 tr/tháng",15000000.0,71.0,tân phú,quận 7,211267.61
cho thuê căn hộ sunshine sky city (2pn-2wc) dt 85m2 full nội thất giá thuê 16tr/tháng.,16000000.0,85.0,tân phú,quận 7,188235.29
"cho thuê căn hộ era town, quận 7, 2pn, 85 m2, giá 9 triệu",9000000.0,85.0,phú mỹ,quận 7,105882.35
"cho thuê căn hộ era town, quận 7, 1pn, 61 m2 ban công rộng, 8,5 triệu",8500000.0,61.0,phú mỹ,quận 7,139344.26
"cho thuê căn hộ lavida plus quận 7 - phú mỹ hưng nhà mới, giá 14tr",14000000.0,80.0,tân phong,quận 7,175000.0
cho thuê nhiều căn hộ midtown phú mỹ hưng nội thất cao cấp - giá thuê từ 22tr/tháng. lh:0903 388 ***,22000000.0,80.0,tân phú,quận 7,275000.0
"14-16 triệu/tháng sunrise city căn hộ 1 phòng ngủ - full nội thất, nhà đẹp an ninh tốt, studio 10tr",10000000.0,56.0,tân hưng,quận 7,178571.43
"cho thuê ch him lam riverside, đường d1, q7, 145m2, 3pn, full nội thất đẹp, 24tr -0931 303 ***",24000000.0,145.0,tân hưng,quận 7,165517.24
siêu rẻ cho thuê căn hộ midtown 3pn 135m2 giá thuê chỉ 34tr/th full nội thất lh:0909 462 ***,34000000.0,135.0,tân phú,quận 7,251851.85
chuyên cho thuê căn hộ phú mỹ hưng diện tích từ 118-300 m2 giá tốt nhất thị trường lh0919 949 ***,22000000.0,118.0,tân phong,quận 7,186440.68
"cho thuê nhanh căn hộ garden court 1 phú mỹ hưng giá rẻ, chỉ 29tr/th - 140m2 - lh0919 949 ***",29000000.0,140.0,tân phú,quận 7,207142.86
"cần cho thuê căn hộ luxcity quận 7, 85m2, 3pn, 2wc. gía siêu rẻ",14500000.0,85.0,bình thuận,quận 7,170588.24
"cần cho thuê căn hộ d-vela quận 7. 70m2,2pn, 2wc. giá siêu rẻ",10500000.0,70.0,phú thuận,quận 7,150000.0
"cho thuê căn hộ luxcity quận 7. dt 70m2, 2pn, 2wc",11500000.0,70.0,bình thuận,quận 7,164285.71
"quản lý tất cả căn studio, 1pn sunrise city giá chỉ từ 10tr full nội thất",10000000.0,50.0,tân hưng,quận 7,200000.0
"hình thật giá thật - sunrise city view 2 phòng ngủ 76m2, đầy đủ nội thất, 20 triệu/tháng",20000000.0,76.0,tân hưng,quận 7,263157.89
cho thuê căn hộ 2pn nhà như hình tại midtown phú mỹ hưng q7 giá chỉ 24tr/th lh ngay:0909 462 ***,24000000.0,80.0,tân phú,quận 7,300000.0
"cho thuê căn hộ tại him lam riverside, view hồ bơi mát mẻ, full nội thất cao cấp",13500000.0,78.0,tân hưng,quận 7,173076.92
"gấp gấp! cho thuê căn hộ 2pn tại him lam riverside, view hồ bơi, nam, đông nam mát mẻ",13000000.0,78.0,tân hưng,quận 7,166666.67
"cần cho thuê căn hộ 2pn 2wc 83m2 himlamriverside full nội thất, căn góc thoáng mát, vào ở ngay",14000000.0,83.0,tân hưng,quận 7,168674.7
"huỷ diệt 3pn nhà mới đẹp giá thuê chỉ 37tr/th tại antonia phú mỹ hưng q7, siêu rẻ lh:0909 462 ***",37000000.0,110.0,tân phú,quận 7,336363.64
"cho thuê chcc the view riviera point keppel land, 2pn-3pn-4pn. giá tốt cập nhật liên tục",17000000.0,91.0,tân phú,quận 7,186813.19
"nhà đẹp căn hộ midtown 2pn phú mỹ hưng q7, full nội thất giá thuê 29tr/th",29000000.0,88.0,tân phú,quận 7,329545.45
"cho thuê căn hộ 2pn 2wc - 116m2 - giá hợp lí 14.5tr, vô cùng rộng rãi, view thoáng",14500000.0,116.0,phú thuận,quận 7,125000.0
"cho thuê căn hộ ở gia đình 3pn3wc, 106m2, giá tốt 25tr, full nội thật, chỉ việc dọn vào ở ngay",25000000.0,106.0,tân phú,quận 7,235849.06
"cho thuê căn hộ 2pn full nội thất, giá hợp lí 16tr tầng cao, view đẹp",16000000.0,75.0,tân phú,quận 7,213333.33
cho thuê nhiều ch tại sky garden 3. dt từ 56m2 đến 91m2- đủ nội thất- giá cạnh tranh. lh0906 879 ***,13500000.0,72.0,tân phong,quận 7,187500.0
"cho thuê căn hộ era town, quận 7, 2 pn 2 wc, giá 8 triệu",8000000.0,77.0,phú mỹ,quận 7,103896.1
cho thuê eco green q7 ntcb căn góc 14.5tr ở ngay,14000000.0,70.0,tân thuận tây,quận 7,200000.0
cho thuê căn hộ hoàng anh thanh bình 2pn 2wc giá 12tr/tháng,12000000.0,92.0,tân hưng,quận 7,130434.78
cho thuê căn hộ hoàng anh thanh bình full nội thất giá 11tr/tháng,11000000.0,73.0,tân hưng,quận 7,150684.93
cho thuê căn hộ hoàng anh thanh bình căn góc 3pn giá 15tr/th,15000000.0,113.0,tân hưng,quận 7,132743.36
"2pn 2wc full nội thất dt 74m2 gần rmit, tdtu, q7 - căn hộ lavida plus q7 | lh0772 605 ***gặp phụng",15000000.0,74.0,tân phong,quận 7,202702.7
cho thuê officetel lavida plus quận 7 | nhà full nội thất 28m2 như ảnh - lh0772 605 ***gặp phụng,8500000.0,28.0,tân phong,quận 7,303571.43
full nội thất cao cấp - cho thuê căn hộ midtown m8 2pn nhà đẹp như hình lh: 09092288 mai thương,29000000.0,83.0,tân phú,quận 7,349397.59
cho thuê gấp căn 2pn - 2wc 75m2 đang trống ở liền 12tr sunshine sky,12000000.0,75.0,tân phú,quận 7,160000.0
"himlam q7. diện tích 112m2 3pn , 3wc nhà trống. giá thuê 15tr/th",15000000.0,112.0,tân hưng,quận 7,133928.57
cần cho thuê căn hộ 120m2 - nhà đẹp - nội thất cao cấp - lầu cao - view siêu đẹp - thoáng,35000000.0,120.0,tân phú,quận 7,291666.67
căn hộ himlam 112m 3pn 2wc đầy đủ nội thất giá thuê 17tr/th,17000000.0,110.0,tân hưng,quận 7,154545.45
"chính chủ cho thuê căn hộ 3pn 3wc full nội thất cao cấp. cho thuê 19,5tr/th",19500000.0,112.0,tân hưng,quận 7,174107.14
"chính chủ cần cho thuê căn hộ 110m2 2pn+,2wc nhà trống giá thuê 16tr/th tl",16000000.0,110.0,tân hưng,quận 7,145454.55
căn hộ 80m2 2pn2wc đầy đủ nội thất. sẵn suất đậu ô tô giá thuê 15tr/th,15000000.0,80.0,tân hưng,quận 7,187500.0
"cho thuê căn hộ chung cư dvela tại đường huỳnh tấn phát, phường phú thuận, quận 7 lh0917 492 ***",11000000.0,70.0,phú thuận,quận 7,157142.86
"cho thuê nhiều căn hộ tại the ascentia, 3pn 2wc, giá chỉ: 35 triệu. vị trí view đẹp thoáng",35000000.0,109.0,tân phú,quận 7,321100.92
cho thuê căn hộ ehome 5 hai p. ngủ kdc nam long đường trần trọng cung quận 7 lh0917 492 ***a chính,12000000.0,68.0,tân thuận đông,quận 7,176470.59
"cho thuê nhiều căn hộ 3pn, 2wc tại nam phúc - le jardin, giá chỉ: 30 triệu. vị trí view đẹp thoáng",30000000.0,124.0,tân phú,quận 7,241935.48
"cho thuê ch 2pn, 82m2, 17 triệu ở riverside residence, tân phú, q7, hcm đẹp xuất sắc",17000000.0,82.0,tân phú,quận 7,207317.07
"cho thuê ch q7 saigon riverside quận 7, 2pn 2wc, căn góc 2 ban công chỉ 9.5 triệu.0906 361 ***",9500000.0,67.0,phú thuận,quận 7,141791.04
"cho thuê căn hộ 3pn sky garden 3, nhà đẹp, giá tốt nhất khu vực, lh:0917 300 ***(ms. hằng)",15000000.0,91.0,tân phong,quận 7,164835.16
"cho thuê panorama pmh 146m, 3pn, nhà rộng thoáng, giá chỉ 28tr/th",28000000.0,146.0,tân phong,quận 7,191780.82
"cho thuê căn hộ 2pn, 95m2, 15 triệu vnd tại cosmo city tân phú quận 7, đầy đủ nội thất giá siêu hot",15000000.0,95.0,tân phú,quận 7,157894.74
"cho thuê căn hộ 2pn1wc m-one quận 7, dt 60m2, full nội thất cơ bản, giá 10.5 triệu",10500000.0,62.0,tân kiểng,quận 7,169354.84
"cho thuê căn hộ 2pn m-one quận 7, dt 63m2, full nội thất, giá 12 triệu/tháng. lh:0935 299 ***",12000000.0,63.0,tân kiểng,quận 7,190476.19
"siêu phẩm cho thuê căn hộ mới 100% tại phú mỹ hưng 120m, 3pn, giá cực tốt",30000000.0,120.0,tân phong,quận 7,250000.0
quá rẻ - angia riverside quận 7 - 69m2 2pn 2wc full nội thất - view trực diện sông - hướng đông nam,11000000.0,69.0,phú thuận,quận 7,159420.29
"qúa rẻ - cho thuê river panorama - 2pn, 2wc - full nội thất cao cấp giá chỉ 12 triệu. nhận nhà ngay",12000000.0,64.0,phú thuận,quận 7,187500.0
"giá sốc - cho thuê sky 89 quận 7 - 2pn, 2wc - đầy đủ nội thất cao cấp - giá chỉ 15 triệu/tháng",15000000.0,69.0,phú thuận,quận 7,217391.3
"cho thuê cc sunrise city view, 21 triệu vnd, 76 m2, 2pn, 2wc, q7, hcm hot!",21000000.0,76.0,tân hưng,quận 7,276315.79
cam kết giá tốt nhất! chuyên cho thuê chcc q7 riverside - quận 7. 1pn giá chỉ từ 11tr (còn 9 căn),12000000.0,67.0,phú thuận,quận 7,179104.48
"lê phương0903 036 ***- cho thuê nhanh chung cư duplex star hill, pmh, 133m2, 3pn, giá 32tr/tháng",32000000.0,133.0,tân phú,quận 7,240601.5
"lê phương0903 036 ***cho thuê the view - riviera point liền kề pmh q7, dt 99m2, 2pn, giá 20tr/th",20000000.0,99.0,tân phú,quận 7,202020.2
"cần cho thuê căn góc 2 phòng view biệt thự và công viên nam viên đẹp, đầy đủ nội thất giá 30 triệu",28000000.0,80.0,tân phú,quận 7,350000.0
"cho thuê căn hộ m-one 61m2, 2pn 1wc nội thất cơ bản",11000000.0,61.0,tân kiểng,quận 7,180327.87
cho thuê căn hộ m-one 3 phòng ngủ - căn góc 2 view thoáng mát,16000000.0,90.0,tân kiểng,quận 7,177777.78
"cho thuê căn hộ midtown phú mỹ hưng 2pn, full nội thất đẹp cao cấp, giá tốt",27000000.0,90.0,tân phú,quận 7,300000.0
chỉ 12 triệu/tháng sở hữu căn hộ sky garden 3 2pn ngay trung tâm quận 7,12000000.0,56.5,tân phong,quận 7,212389.38
cho thuê gấp căn hộ sky89 2pn 2wc 89m2 full nội thất cao cấp giá chỉ 17 triệu/tháng,17000000.0,89.0,phú thuận,quận 7,191011.24
cho thuê sky89 3pn2wc 114m2 siêu rộng rãi nội thất cơ bản chỉ 18 triệu,18000000.0,114.0,phú thuận,quận 7,157894.74
skyline cho thuê gấp 3pn 2wc 107m2 ntcb giá chỉ 14 triệu,14000000.0,107.0,phú thuận,quận 7,130841.12
"chính chủ cho thuê căn hộ hoàng kim ,quận 7..70m2pn2wc giá siêu rẻ",9500000.0,70.0,bình thuận,quận 7,135714.29
"cần cho thuê gấp căn hộ chung cư hưng phúc 3pn, view biệt thự nhà full nội thất. lh:0916 555 ***",23000000.0,98.0,tân phú,quận 7,234693.88
"cho thuê căn hộ hưng phúc - happy residence, phú mỹ hưng, quận 7. 78m2 view biệt thự, 2pn, 2wc.",17000000.0,78.0,tân phú,quận 7,217948.72
cho thuê căn hộ riverside residence - phú mỹ hưng. căn hộ 2pn nhà mới giá thuê 20 trriệu/tháng,20000000.0,82.0,tân phú,quận 7,243902.44
"cho thuê căn hộ riverside residence - phú mỹ hưng. 130m2, 3pn, 3wc, giá chỉ 28tr/tháng.0916 555 ***",28000000.0,130.0,tân phú,quận 7,215384.62
cho thuê căn hộ sunrise city view 2pn + 2wc 15tr/tháng giá tốt,15000000.0,76.0,tân hưng,quận 7,197368.42
"cho thuê gấp căn hộ chung cư hưng phúc, pmh, q7, giá đẹp, lầu cao, cam kết giá tốt nhất thị trường",16000000.0,82.0,tân phú,quận 7,195121.95
"cho thuê căn hộ green valley, pmh, q7, nội thất hiện đại, giá siêu tốt 18tr/tháng, lh:0914 253 ***",18000000.0,89.0,tân phú,quận 7,202247.19
"cho thuê gấp căn hộ chung cư scenic valley,pmh,q7, nội thất sang trọng, tone sáng trẻ trung, giá rẻ",15000000.0,77.0,tân phú,quận 7,194805.19
"cho thuê căn hộ green valley, pmh, q7 nhà đẹp, 89m2 2pn chỉ 19tr/th. lh:0911 090 ***em huân",19000000.0,89.0,tân phú,quận 7,213483.15
"cho thuê căn hộ scenic valley 1, pmh, q7, nhà đẹp, full nội thất, 15tr/tháng. lh0911 090 ***em huân",15000000.0,71.0,tân phú,quận 7,211267.61
"cho thuê căn hộ 2pn the antonia nhà mới nội thất cao cấp giá chỉ 25tr, em huân:0911 090 ***",25000000.0,82.0,tân phú,quận 7,304878.05
"cần cho thuê căn 2pn, căn góc dự án lavida giá 16tr đầy đủ nội thất. lh0906 385 ***",16000000.0,65.0,tân phong,quận 7,246153.85
